perfume,brand,gender,rating_value,rating_count,year,mainaccord1,mainaccord2,mainaccord3,mainaccord4,notes,luxury_or_cheap
ck-one-summer-2005,calvin-klein,unisex,4.25,122,2005.0,fruity,citrus,tropical,sweet,"mandarin orange, pineapple, kiwi, peach, frangipani, bergamot, lily-of-the-valley, musk, woodsy notes",cheap
liquid-gold-euphoria-men,calvin-klein,men,4.25,219,2014.0,other,woody,fresh spicy,powdery,"black pepper, saffron, sandalwood",cheap
chic-for-men,carolina-herrera,men,4.25,3094,2003.0,other,citrus,fresh spicy,ozonic,"watermelon, cardamom, lemon, bergamot, mandarin orange, pepper, cinnamon, sandalwood, musk, tonka bean, amber, cedar",luxury
herrera-for-men,carolina-herrera,men,4.25,1760,1991.0,other,other,tobacco,warm spicy,"lemon, lavender, rosemary, neroli, cloves, geranium, clover, tobacco, sandalwood, ambergris",luxury
antaeus,chanel,men,4.25,5246,1981.0,other,woody,leather,amber,"myrhh, clary sage, coriander, bergamot, lime, amalfi lemon, rose, thyme, basil, jasmine, castoreum, oakmoss, patchouli, french labdanum",luxury
les-exclusifs-de-chanel-cuir-de-russie-1924,chanel,women,4.25,1029,1924.0,other,woody,aromatic,smoky,"clary sage, orange blossom, bergamot, lemon, mandarin orange, iris, ylang-ylang, carnation, vetiver, jasmine, rose, cedar, leather, birch, tobacco, musk, amber, heliotrope, vanilla",luxury
eau-sauvage-fraicheur-cuir,dior,men,4.25,184,2007.0,citrus,other,amber,woody,"amalfi lemon, virginia cedar, leather, amber",luxury
gris-dior-new-look-limited-edition,dior,unisex,4.25,56,2022.0,woody,other,citrus,earthy,"bergamot, rose, jasmine, patchouli, moss, cedar, sandalwood, amber",luxury
new-york,giorgio-armani,unisex,4.25,96,2017.0,other,other,fresh,floral,"aldehydes, white pepper, neroli essence, iris, white tea, peony, ambrette (musk mallow), vanilla, white musk, incense, cashmeran",luxury
vetiver-d-hiver-vetiver-babylone,giorgio-armani,men,4.25,1098,2008.0,citrus,aromatic,woody,earthy,"bergamot, lemon, mandarin orange, pink pepper, cardamom, coriander, vetiver, patchouli",luxury
emporio-armani-night,giorgio-armani,men,4.25,220,2003.0,woody,other,warm spicy,aromatic,"grapefruit, mandarin orange, bergamot, violet, cardamom, sage, tonka bean, musk, cedar, sandalwood, patchouli, vanilla",luxury
classique-couple,jean-paul-gaultier,women,4.25,102,2013.0,white floral,citrus,sweet,powdery,"orange blossom, bergamot, rose, mandarin orange, star anise, pear, orchid, ylang-ylang, iris, tuberose, ginger, plum, vanilla, amber, sandalwood, cinnamon, musk",luxury
le-male-popeye-eau-fraiche,jean-paul-gaultier,men,4.25,782,2016.0,other,aromatic,green,aldehydic,"mint, aldehydes, neroli, sage, sclarene, vanilla, tonka bean, sandalwood",luxury
le-male-superman-eau-fraiche,jean-paul-gaultier,men,4.25,807,2017.0,other,other,green,aldehydic,"mint, aldehydes, neroli, sage, clary sage, amber, woody notes, vanilla, tonka bean, sandalwood",luxury
orange-marmalade,jo-malone-london,unisex,4.25,40,2024.0,citrus,woody,aromatic,musky,"orange peel, bitter orange, cashmere wood, clary sage",luxury
ameer-al-oudh-intense-oud,lattafa-perfumes,unisex,4.25,2886,2021.0,woody,other,sweet,oud,"woodsy notes, agarwood (oud), sugar, vanilla, agarwood (oud), sandalwood, herbal notes",cheap
malik-al-tayoor-concentrated,lattafa-perfumes,unisex,4.25,100,2022.0,fruity,woody,musky,fresh,"apple, pineapple, bergamot, clary sage, violet leaf, cashmeran, labdanum",cheap
berlinetta,maison-alhambra,unisex,4.25,85,2022.0,fruity,other,powdery,sweet,"plum, peach, violet, peony, leather, patchouli, vanilla, musk",cheap
tobacco-touch,maison-alhambra,unisex,4.25,922,,other,other,tobacco,warm spicy,"tobacco, spicy notes, tobacco, vanilla, tonka bean, cacao, dried fruits, woody notes",cheap
metal,paco-rabanne,women,4.25,326,1979.0,other,other,fresh,white floral,"hiacynth, green notes, aldehydes, basil, lemon, lily-of-the-valley, iris, jasmine, cyclamen, rose, ylang-ylang, tuberose, oakmoss, vetiver, musk, amber, sandalwood",luxury
1-million-royal,paco-rabanne,men,4.25,1615,2023.0,other,aromatic,amber,citrus,"cardamom, tangerine, bergamot, lavender, violet leaf, sage, benzoin, cedar, patchouli",luxury
la-nuit-de-l-homme-le-parfum,yves-saint-laurent,men,4.25,2824,2010.0,other,fruity,sweet,aromatic,"pepper, anise, bergamot, fruity notes, lavender, french labdanum, vanille, patchouli, vetyver",luxury
socal-for-men,hollister,men,4.25,523,2007.0,other,fruity,fresh,woody,"bergamot, rose, jasmine, heliotrope, musk, vanilla, violet",cheap
spark-seduction-for-men,liz-claiborne,men,4.25,32,2004.0,woody,aromatic,fresh spicy,citrus,"pine tree, grapefruit, white pepper, cardamom, lavender, cognac, honeysuckle, tobacco, leather, oakmoss, vetiver, patchouli, musk",cheap
imari-naturelle-for-her,avon,unisex,4.26,27,2024.0,other,other,musky,powdery,"may rose, bergamot, red berries, peach, magnolia, jasmine, amber, musk, patchouli",cheap
lov-u-date-night,avon,women,4.26,43,2023.0,white floral,other,fruity,rose,"black cherry, plum, pink pepper, black rose, jasmine, orange blossom, amber, sandalwood, labdanum",cheap
spettacolore,bvlgari,women,4.26,118,2022.0,other,other,powdery,violet,"iris, myrhh, amber",luxury
azaran,bvlgari,men,4.26,125,2021.0,other,woody,warm spicy,animalic,"saffron, bergamot, green tea, cedar, leather, beeswax, woody notes",luxury
good-girl-hair-mist,carolina-herrera,women,4.26,117,2018.0,white floral,citrus,sweet,vanilla,"almond, lemon, bergamot, coffee, jasmine sambac, orange blossom, tuberose, bulgarian rose, tonka bean, cacao pod, praline, sandalwood, vanilla, woody notes",luxury
true-oud,carolina-herrera,unisex,4.26,61,2022.0,other,other,woody,amber,"saffron, olive, freesia, osmanthus, myrrh, thailand oud, jasmine, akigalawood, musk, sandalwood, patchouli",luxury
allure-homme-sport,chanel,men,4.26,12382,2004.0,citrus,aromatic,vanilla,aldehydic,"orange, sea notes, aldehydes, blood mandarin, pepper, neroli, cedar, vanilla, tonka bean, white musk, amber, vetiver, elemi resin",luxury
coco-eau-de-parfum,chanel,women,4.26,12365,1984.0,other,other,sweet,powdery,"bulgarian rose, coriander, peach, jasmine, mandarin orange, cloves, rose, orange blossom, mimosa, clover, amber, sandalwood, tonka bean, opoponax, civet, vanilla, labdanum",luxury
coco-mademoiselle-parfum,chanel,women,4.26,3331,,citrus,woody,patchouli,rose,"bergamot, orange, grapefruit, rose, litchi, jasmine, patchouli, vanilla, musk, vetiver",luxury
coco-noir-extrait,chanel,women,4.26,314,2014.0,other,citrus,amber,woody,"grapefruit, bergamot, aldehydes, lemon, rose, geranium, narcissus, jasmine, cloves, patchouli, olibanum, sandalwood, tonka bean, vanilla, white musk, benzoin, orris root",luxury
chanel-n022,chanel,women,4.26,1379,1922.0,white floral,other,aldehydic,yellow floral,"aldehydes, neroli, lily, tuberose, lily-of-the-valley, orange blossom, ylang-ylang, jasmine, white rose, nutmeg, iris, vanilla, vetiver",luxury
les-exclusifs-de-chanel-eau-de-cologne,chanel,women,4.26,756,2007.0,citrus,other,aromatic,fresh spicy,"lemon, bergamot, citruses, green notes, neroli, petitgrain, spicy notes, musk, tonka bean",luxury
original-cologne-pure-white-cologne,creed,unisex,4.26,536,2011.0,citrus,other,aromatic,green,"grapefruit, lemon, sicilian bergamot, pear, neroli, galbanum, rice, white musk, powdery notes, ambergris",luxury
forever-and-ever-dior,dior,women,4.26,698,2006.0,floral,other,fresh spicy,white floral,"freesia, ivy, jasmine, rose hip, almond blossom, geranium, vanilla, musk, amber",luxury
feve-delicieuse,dior,unisex,4.26,2864,2015.0,other,other,amber,warm spicy,"lavender, mint, bergamot, sour cherry, freesia, jasmine, tonka bean, vanilla, cacao pod, caramel, praline, benzoin, milk, sandalwood, leather, cedar",luxury
miss-dior-eau-de-toilette-roller-pearl-2019,dior,women,4.26,188,2019.0,citrus,other,patchouli,floral,"blood orange, mandarin orange, grasse rose, may rose, lily-of-the-valley, patchouli",luxury
gio,giorgio-armani,women,4.26,1494,1992.0,white floral,other,woody,floral,"jasmine, hyacinth, sicilian mandarin, red rose, brazilian rosewood, bergamot, violet, tuberose, gardenia, carnation, cloves, orange blossom, peach, white flowers, ylang-ylang, myrrh, iris, orris root, cassia, lily-of-the-valley, amber, sandalwood, styrax, vanilla, musk, cedar",luxury
armani-eau-de-cedre,giorgio-armani,men,4.26,1291,2015.0,woody,aromatic,green,ozonic,"sage, bergamot, lemon, violet leaf, cardamom, cumin, black tea, cedar essence, suede, woody notes",luxury
si-nacre-edition,giorgio-armani,women,4.26,73,2018.0,floral,other,woody,fruity,"black currant, may rose, freesia, patchouli, oakmoss",luxury
gucci-eau-de-parfum,gucci,women,4.26,2680,2002.0,other,other,woody,aromatic,"heliotrope, orange blossom, caraway, iris, thyme, leather, incense, vanilla, sandalwood, musk, cedar essence",luxury
gucci-guilty-oud,gucci,unisex,4.26,285,2018.0,other,other,fruity,woody,"bulgarian rose, blackberry, pink pepper, patchouli, cypriol oil or nagarmotha, agarwood (oud), leather, amber",luxury
pegasus-exclusif,parfums-de-marly,men,4.26,1259,2020.0,woody,other,vanilla,powdery,"cardamom, heliotrope, pink pepper, bergamot, bitter almond, lavender, geranium, jasmine, vanilla, guaiac wood, agarwood (oud), sandalwood, amber",luxury
habdan,parfums-de-marly,unisex,4.26,1170,2013.0,other,other,caramel,woody,"saffron, olibanum, apple, woody notes, rose, myrhh, caramel, ambergris",luxury
marienbad,prada,unisex,4.26,142,2015.0,other,other,powdery,leather,"bergamot, plum, rose, amber, leather, vanilla, incense, civet, orris, agarwood (oud), labdanum, tolu balsam, patchouli",luxury
caftan,yves-saint-laurent,unisex,4.26,795,2015.0,other,other,musky,balsamic,"pink pepper, tangerine, bergamot, benzoin, olibanum, styrax, labdanum, musk",luxury
libre-intense,yves-saint-laurent,women,4.26,7124,2020.0,other,white floral,lavender,citrus,"lavender, mandarin orange, bergamot, lavender, tunisian orange blossom, jasmine sambac, orchid, madagascar vanilla, tonka bean, ambergris, vetiver",luxury
nu,yves-saint-laurent,women,4.26,1975,2001.0,other,other,woody,aromatic,"cardamom, bergamot, black pepper, incense, orchid, jasmine, sandalwood, vetiver, musk, frankincense",luxury
yves-saint-laurent-pour-homme,yves-saint-laurent,men,4.26,694,1971.0,other,citrus,woody,fresh spicy,"lemon, lavender, lemon verbena, petitgrain, bergamot, rosemary, geranium, brazilian rosewood, marjoram, clary sage, carnation, vetiver, musk, patchouli, sandalwood, cedar, tonka bean, amber",luxury
rive-gauche-intense,yves-saint-laurent,women,4.26,90,2003.0,woody,other,earthy,citrus,"aldehydes, green notes, bergamot, amalfi lemon, ylang-ylang, rose, gardenia, honeysuckle, oak moss, vetyver, sandalwood, patchouli, myrhh, amber",luxury
beyond-rose,clinique,women,4.26,280,2014.0,other,other,floral,fresh spicy,"mate, white pepper, rose oil, rose, osmanthus, freesia, amber, labdanum, styrax, benzoin",cheap
josie,avon,women,4.27,41,,floral,citrus,fruity,woody,"bergamot, mandarin orange, magnolia, ylang-ylang, osmanthus, bulgarian rose, cyclamen, musk, sandalwood",cheap
surrender,avon,women,4.27,675,2004.0,other,woody,citrus,musky,"italian mandarin, sicilian bergamot, chinese tea, cashmere wood, exotic floral notes, damask rose, amber, patchouli, musk",cheap
true-gent,avon,men,4.27,26,2020.0,other,other,sweet,powdery,"bay leaf, tobacco, vanilla, suede",cheap
fantasy-intense,britney-spears,women,4.27,563,2021.0,other,woody,fruity,patchouli,"litchi, pear, kiwi, white chocolate, cupcake, jasmine, orchid, patchouli, woodsy notes, musk, orris",cheap
vip-black-red,carolina-herrera,men,4.27,143,2020.0,other,aromatic,fresh spicy,leather,"allspice, ginger, cardamom, absinthe, leather, guaiac wood",luxury
ch-birds-of-paradise-for-him,carolina-herrera,men,4.27,48,2024.0,woody,other,ozonic,aromatic,"chamomile, violet leaves, driftwood, fir, tonka bean, cashmere wood, sandalwood",luxury
chanel-no-5-eau-de-parfum-100th-anniversary-ask-for-the-moon-limited-edition,chanel,women,4.27,70,2021.0,woody,other,earthy,fresh,"aldehydes, ylang-ylang, bergamot, peach, neroli, iris, lily-of-the-valley, rose, jasmine, sandalwood, oakmoss, patchouli, vetiver, vanilla",luxury
coco-mademoiselle-intense,chanel,women,4.27,4743,2018.0,citrus,other,patchouli,sweet,"sicilian orange, calabrian bergamot, lemon, rose, fruity notes, jasmine, patchouli, madagascar vanilla, tonka bean, white musk, labdanum",luxury
paris-venise,chanel,unisex,4.27,1543,2018.0,citrus,other,iris,vanilla,"lemon, orange, bergamot, petitgrain, pink pepper, iris, neroli, rose, ylang-ylang, geranium, tonka bean, white musk, vanilla, violet, orris, benzoin",luxury
bois-des-iles-eau-de-parfum,chanel,women,4.27,584,2016.0,woody,other,amber,powdery,"bergamot, mandarin orange, sandalwood, ylang-ylang, resins, woody notes, vanilla, tonka bean",luxury
pour-monsieur,chanel,men,4.27,2453,1955.0,other,citrus,woody,earthy,"sicilian lemon, petitgrain, neroli, cardamom, ginger, coriander, basil, oakmoss, vetiver, cedar",luxury
eau-fraiche,dior,women,4.27,186,1952.0,citrus,woody,mossy,earthy,"lemon, mandarin orange, palisander rosewood, oakmoss, vanilla",luxury
dioressence,dior,women,4.27,1188,1979.0,other,woody,earthy,aromatic,"patchouli, green notes, aldehydes, bergamot, orange, fruity notes, geranium, cinnamon, carnation, orris root, rose, ylang-ylang, violet, jasmine, tuberose, oakmoss, patchouli, benzoin, styrax, vetiver, vanilla, musk",luxury
gris-montaigne,dior,women,4.27,841,2013.0,woody,other,patchouli,mossy,"bergamot, grapefruit, rose, strawberry, jasmine, ylang-ylang, orange blossom, patchouli, oakmoss, sandalwood, amber, cedar, white musk",luxury
miss-dior-absolutely-blooming-roller-pearl,dior,women,4.27,187,2018.0,fruity,other,floral,sweet,"pomegranate, raspberry, pink pepper, black currant, grasse rose, damask rose, peony, white musk",luxury
armani-code-ultimate-femme,giorgio-armani,women,4.27,467,2014.0,white floral,citrus,vanilla,warm spicy,"bitter orange, ginger, pear, coffee, orange blossom, jasmine sambac, vanilla bean, exotic woods",luxury
ikat-bleu,giorgio-armani,unisex,4.27,55,2020.0,other,other,woody,smoky,"pink pepper, bergamot, incense, iris, patchouli, black vanilla husk, guaiac wood, musk",luxury
emporio-armani-red-pour-elle-white,giorgio-armani,women,4.27,241,2007.0,citrus,other,woody,musky,"bergamot, mandarin orange, black currant, ginger, mint, fig leaf, musk, white woods",luxury
parfum-d-hermes,hermes,women,4.27,304,1984.0,other,woody,warm spicy,green,"aldehydes, hiacynth, galbanum, bergamot, bulgarian rose, ylang-ylang, iris, egyptian jasmine, myrrh, incense, sandalwood, spices, amber, cedar, vanilla, vetiver",luxury
classique-eau-de-parfum-collector-2017,jean-paul-gaultier,women,4.27,684,2017.0,other,other,powdery,sweet,"rum, rose, sicilian mandarin, orchid, narcissus, vanilla, amber, tonka bean, sandalwood",luxury
emeer,lattafa-perfumes,unisex,4.27,124,2024.0,woody,aromatic,citrus,amber,"bergamot, lemon, clary sage, juniper berries, white tea, sandalwood, cardamom, olibanum, ambergris, cedarwood, patchouli, cashmeran",cheap
suqraat,lattafa-perfumes,men,4.27,310,2022.0,citrus,other,musky,powdery,"bergamot, ginger, lavender, violet leaf, musk, sandalwood, amber",cheap
maahir-legacy,lattafa-perfumes,men,4.27,1153,,other,other,citrus,green,"lime, mint, grapefruit, lavender, pineapple, juniper berry, black pepper, rosemary, geranium, frankincense, ambroxan, oakmoss, tonka bean, vetiver, cashmeran",cheap
black-xs-potion-for-him,paco-rabanne,men,4.27,305,2014.0,woody,aromatic,amber,rum,"juniper, cashmere wood, wormwood, rum, labdanum",luxury
major-me,paco-rabanne,unisex,4.27,176,2021.0,other,other,warm spicy,balsamic,"cherry, pepper, incense, agarwood (oud), patchouli, moss, benzoin",luxury
valentino-uomo,valentino,men,4.27,5310,2014.0,woody,other,warm spicy,chocolate,"bergamot, myrtle, hazelnut, chocolate, roasted coffee beans, leather, cedar",luxury
cuir,yves-saint-laurent,unisex,4.27,205,2016.0,other,other,woody,tobacco,"rum, saffron, ginger, tobacco, black tea, osmanthus, leather, guaiac wood, agarwood (oud)",luxury
libre-le-parfum,yves-saint-laurent,women,4.27,3062,2022.0,other,other,citrus,warm spicy,"ginger, saffron, mandarin orange, bergamot, orange blossom, lavender, bourbon vanilla, honey, tonka bean, vetiver",luxury
cashmere-palo-santo,donna-karan,women,4.27,154,2024.0,woody,other,vanilla,musky,"peach, cashmere wood, labdanum, palo santo, vanilla",cheap
dkny-women-fall-limited-edition-2020,donna-karan,women,4.27,30,2020.0,other,other,woody,balsamic,"bitter almond, bergamot, tagetes, chestnut, jasmine, gardenia, woody notes, tonka bean, musk",cheap
jasmin-noir-l-elixir-eau-de-parfum,bvlgari,women,4.28,231,2012.0,white floral,other,amber,almond,"sugar, pink pepper, orange, bergamot, jasmine sambac, almond, tuberose, resins, musk, fir resin",luxury
212-on-ice-2004,carolina-herrera,women,4.28,67,2004.0,citrus,other,floral,white floral,"mandarin orange, grapefruit, bergamot, rose, peony, jasmine, gardenia, musk",luxury
les-exclusifs-de-chanel-cuir-de-russie,chanel,women,4.28,1200,2007.0,other,other,white floral,animalic,"african orange flower, bergamot, mandarin orange, ylang-ylang, jasmine, rose, oriental notes, leather, birch, tobacco, musk",luxury
pour-monsieur-concentree,chanel,men,4.28,930,1989.0,other,citrus,fresh spicy,earthy,"mandarin orange, lavender, petitgrain, cardamom, nutmeg, vanilla, oakmoss, opoponax, vetiver",luxury
silver-shadow-pure-blend,davidoff,men,4.28,120,2005.0,other,other,woody,cinnamon,"cinnamon, orange, cedar, patchouli, cloves, saffron, benzoin, amber, oakmoss",cheap
dior-addict-eau-de-parfum,dior,women,4.28,3081,2012.0,other,white floral,citrus,sweet,"mandarin orange, silkwood blossom, orange blossom, night blooming cereus, bulgarian rose, vanilla, tonka bean, sandalwood",luxury
jasmin-des-anges,dior,unisex,4.28,696,2018.0,fruity,white floral,floral,powdery,"bergamot, jasmine, apricot, osmanthus, peach, white musk, vanilla",luxury
hypnotic-poison-diable-rouge,dior,women,4.28,89,1998.0,woody,white floral,sweet,fruity,"coconut, plum, apricot, caraway, tuberose, jasmine, rose, lily-of-the-valley, brazilian rosewood, vanilla, almond, musk, sandalwood, woody notes, amber",luxury
the-yulong-soie-de-nacre,giorgio-armani,unisex,4.28,104,2021.0,citrus,white floral,green,aromatic,"mandarin orange, petitgrain, cardamom, green tea, black tea, jasmine, orange blossom, ambrette (musk mallow), iris, vetiver",luxury
emporio-armani-stronger-with-you,giorgio-armani,men,4.28,7001,2017.0,other,other,nutty,sweet,"chestnut, sugar, sage, lavender, vanilla, smoke",luxury
terre-d-hermes,hermes,men,4.28,21347,2006.0,citrus,woody,fresh spicy,aromatic,"orange, grapefruit, pepper, pelargonium, flint, vetiver, cedar, patchouli, benzoin",luxury
le-male-summer-2011,jean-paul-gaultier,men,4.28,82,2011.0,other,other,white floral,aromatic,"lavender, mint, cardamom, african orange flower, vanille, sandalwood, musk",luxury
ajwaa,lattafa-perfumes,unisex,4.28,74,2023.0,other,other,balsamic,soft spicy,"dates, elemi, lemon, bergamot, licorice, myrrh, benzoin, incense",cheap
asad,lattafa-perfumes,men,4.28,5345,2021.0,other,other,fresh spicy,woody,"black pepper, tobacco, pineapple, patchouli, coffee, iris, vanilla, amber, dry wood, benzoin, labdanum",cheap
fakhar-black,lattafa-perfumes,men,4.28,2461,2022.0,other,woody,fresh spicy,fruity,"apple, bergamot, ginger, lavender, sage, juniper berries, geranium, tonka bean, amberwood, cedar, vetiver",cheap
ishq-al-shuyukh-gold,lattafa-perfumes,unisex,4.28,587,2022.0,other,other,powdery,musky,"caramel, saffron, suede, leather, tonka bean, vanilla, amber, musk",cheap
luna-rossa-34th-america-s-cup-limited-edition,prada,men,4.28,76,2013.0,other,other,citrus,fresh spicy,"lavender, bitter orange, mint, clary sage, ambrette (musk mallow), ambroxan",luxury
prada-intense,prada,women,4.28,338,2005.0,woody,other,balsamic,vanilla,"orange, bitter orange, bergamot, mandarin blossom, patchouli, peru balsam, tincture of rose, mimosa, tonka bean, vanille, french labdanum, sandalwood, musk",luxury
valentino,valentino,women,4.28,387,1978.0,other,other,white floral,rose,"green notes, peach, lemon, basil, hiacynth, lily-of-the-valley, jasmine, rose, carnation, cyclamen, oakmoss, musk, civet, cedar",luxury
valentino-uomo-born-in-roma-yellow-dream,valentino,men,4.28,2100,2021.0,other,other,fruity,vanilla,"pineapple, mandarin orange, spices, ginger, gingerbread, vanilla absolute, cedar essence",luxury
kouros-cologne-sport-eau-d-ete-summer-fragrance,yves-saint-laurent,men,4.28,36,2004.0,other,other,green,amber,"mint, bergamot, lavender, jasmine, white amber, cedar",luxury
l-homme-eau-de-parfum,yves-saint-laurent,men,4.28,656,2022.0,woody,citrus,aromatic,fresh spicy,"bitter orange, bergamot, lavender, geranium, cognac, oak, cedar, vetiver",luxury
supreme-bouquet,yves-saint-laurent,unisex,4.28,569,2013.0,white floral,fruity,sweet,tuberose,"fruity notes, pear, pink pepper, tuberose, ylang-ylang, jasmine, amber, patchouli, musk",luxury
paris-roses-enchantees,yves-saint-laurent,women,4.28,92,2005.0,floral,white floral,rose,powdery,"rose, violet, orange blossom, lily-of-the-valley, lilac, apricot, sandalwood, white musk",luxury
yvresse-eau-de-toilette-legere,yves-saint-laurent,women,4.28,163,1997.0,floral,other,fruity,fresh,"nectarine, cassis, mimosa, rose, lilac, oakmoss, vetiver, patchouli",luxury
clinique-wrappings,clinique,women,4.28,550,1990.0,other,other,woody,floral,"green notes, aldehydes, artemisia, nutmeg flower, lavender, hiacynth, orris root, cyclamen, carnation, rose, jasmine, oakmoss, cedar, sea notes, patchouli, musk, leather",cheap
aromatics-elixir-perfumer-s-reserve,clinique,women,4.28,107,2011.0,woody,other,aromatic,earthy,"clary sage, bergamot, lemon verbena, african orange flower, rose, jasmine, tuberose, oak moss, patchouli, myrhh, resin, woodsy notes, vetiver, french labdanum",cheap
avant-garde,lanvin,men,4.28,1887,2011.0,other,other,fresh spicy,warm spicy,"pepper, pink pepper, juniper, bergamot, beeswax, lavender, cardamom, nutmeg, tobacco, benzoin, amber, vetiver",cheap
sugar-princess,avon,women,4.29,52,2014.0,other,fruity,vanilla,powdery,"raspberry, plum, red apple, coton candy, freesia, lily-of-the-valley, vanilla, milk mousse, musk",cheap
obsessed-for-men-intense,calvin-klein,men,4.29,240,2018.0,woody,other,powdery,vanilla,"rhubarb, sichuan pepper, grapefruit, cashmeran, cypriol oil or nagarmotha, cedar, black vanilla husk, amber, guaiac wood, gurjan balsam",cheap
ch-men-hot-hot-hot,carolina-herrera,men,4.29,73,2022.0,citrus,woody,aromatic,fresh spicy,"grapefruit, violet leaf, rhubarb leaf, sichuan pepper, angelica, leather, sandalwood, madagascar vetiver",luxury
ch-men-prive,carolina-herrera,men,4.29,4961,2015.0,other,other,aromatic,whiskey,"whiskey, grapefruit, pomelo, cardamom, lavender, sage, red thyme, leather, tonka bean, woody notes, benzoin",luxury
paris-edimbourg,chanel,unisex,4.29,923,2021.0,woody,aromatic,fresh spicy,lavender,"cypress, juniper berries, cedar, lavender, vetiver, musk, vanilla",luxury
relax,davidoff,men,4.29,238,1990.0,other,other,fresh spicy,woody,"tarragon, mint, lavender, bergamot, lemon, bay leaf, patchouli, anise, heliotrope, cedar, vetiver, jasmine, geranium, vanilla, leather, amber, benzoin, oakmoss, tonka bean",cheap
cool-water-oceanic-edition,davidoff,women,4.29,41,2023.0,other,woody,marine,fresh,"water notes, rose, driftwood",cheap
jules-2016,dior,men,4.29,324,2016.0,other,other,floral,woody,"galbanum, herbal notes, cyclamen, hedione, black pepper, fir, leather, cedar",luxury
la-colle-noire-2018,dior,unisex,4.29,431,2018.0,other,other,fruity,fresh,"black currant, lemon, rose, peony, raspberry, lily-of-the-valley, peach, white musk, honey, sandalwood, agarwood (oud), amberwood",luxury
souffle-de-soie,dior,unisex,4.29,172,2018.0,white floral,other,powdery,rose,"bergamot, jasmine, tuberose, rose, elemi, white musk, patchouli, violet, vanilla, cinnamon",luxury
magenta-tanzanite,giorgio-armani,unisex,4.29,662,2022.0,other,other,sweet,tobacco,"cardamom, ginger, bergamot, cinnamon, coffee, myrrh, tobacco, vanilla, tonka bean",luxury
si-intense-night-light,giorgio-armani,women,4.29,31,2016.0,fruity,other,citrus,woody,"black currant, black currant leaf, mandarin orange, freesia, bergamot, rose, neroli, artemisia, osmanthus, vanilla, ambroxan, patchouli, woody notes",luxury
equipage,hermes,men,4.29,1322,1970.0,woody,aromatic,warm spicy,earthy,"clary sage, brazilian rosewood, nutmeg flower, aldehydes, bergamot, orange, tarragon, marjoram, carnation, pine tree needles, cinnamon, lily-of-the-valley, jasmine, hyssop, liatris, oakmoss, vetiver, patchouli, tonka bean, musk, vanilla, amber",luxury
eau-des-merveilles-la-tete-dans-les-etoiles,hermes,women,4.29,35,2009.0,woody,aromatic,citrus,fresh spicy,"orange, lemon, elemi, pink pepper, violet, amber, pepper, fir, vetiver, cedar, oakmoss",luxury
eau-des-merveilles-limited-edition-2009,hermes,women,4.29,35,2009.0,woody,aromatic,fresh spicy,citrus,"orange, lemon, elemi, amber, pepper, pink pepper, violet, fir, cedar, vetiver, oakmoss",luxury
terre-d-hermes-flacon-h-2014,hermes,men,4.29,38,2015.0,other,other,citrus,woody,"orange, grapefruit, pepper, pelargonium, vetiver, cedar, benzoin, patchouli",luxury
scandal-pour-homme,jean-paul-gaultier,men,4.29,4284,2021.0,other,aromatic,sweet,citrus,"mandarin orange, clary sage, caramel, tonka bean, vetiver",luxury
atlas,lattafa-perfumes,unisex,4.29,326,2024.0,other,other,aromatic,amber,"salt, sea notes, lemon, davana, iris, ambergris, oakmoss, sandalwood",cheap
emaan,lattafa-perfumes,women,4.29,129,2022.0,white floral,citrus,tuberose,animalic,"orange blossom, bergamot, black currant, tuberose, jasmine, marigold, vanilla, musk, patchouli, cedarwood",cheap
lavalliere,yves-saint-laurent,unisex,4.29,229,2022.0,fruity,other,woody,aromatic,"fig, black currant, bergamot, rose, geranium, jasmine, musk, vetiver, cashmeran",luxury
sleek-suede,yves-saint-laurent,unisex,4.29,355,2017.0,other,woody,cacao,fresh spicy,"cacao pod, incense, nutmeg, pepper, cloves, agarwood (oud), cedar, patchouli, woody notes, tobacco, vanilla, labdanum",luxury
libre-eau-de-parfum-collector-edition-dress-me-wild,yves-saint-laurent,women,4.29,55,2020.0,white floral,citrus,lavender,vanilla,"lavender, mandarin orange, neroli, orange blossom, jasmine, vanilla, tonka bean, white musk",luxury
m7-fresh,yves-saint-laurent,men,4.29,537,2004.0,citrus,other,fresh spicy,aromatic,"florida grapefruit, bergamot, mandarin orange, agarwood (oud), ginger, bitter orange, tahitian vetiver, musk",luxury
ch-men,carolina-herrera,men,4.3,5453,2009.0,other,other,sweet,woody,"grass, bergamot, grapefruit, woodsy notes, nutmeg, violet, saffron, jasmine, sugar, leather, vanilla, suede, amber, cashmirwood, sandalwood, oakmoss, vetiver",luxury
31-rue-cambon-eau-de-parfum,chanel,women,4.3,755,2016.0,woody,other,yellow floral,patchouli,"black pepper, bergamot, green notes, iris, ylang-ylang, rose, patchouli, labdanum, woody notes",luxury
dior-addict-eau-de-parfum-2014,dior,women,4.3,4702,2014.0,white floral,other,citrus,sweet,"mandarin leaf, orange blossom, jasmine sambac, bourbon vanilla",luxury
fahrenheit-0-degree,dior,men,4.3,63,2003.0,woody,citrus,powdery,fresh spicy,"violet, grapefruit, musk, nutmeg, patchouli, mandarin orange, freesia, leather, sandalwood, caraway, amber, cedar",luxury
